Created_date,Open,Closed,Resolved
2018-04-28,19,84,30
2018-04-29,19,28,31
2018-04-30,62,76,97
2018-05-01,51,10,82
2018-05-02,55,168,170
2018-05-03,61,35,94
2018-05-04,46,35,71
2018-05-05,14,18,26
2018-05-06,40,17,26
2018-05-07,78,55,99
2018-05-08,60,37,98
2018-05-09,54,37,115
2018-05-10,45,48,117
2018-05-11,49,36,57
2018-05-12,21,14,23
2018-05-13,14,9,24
2018-05-14,48,201,152
2018-05-15,66,59,110
2018-05-16,58,27,213
2018-05-17,66,118,307
2018-05-18,36,25,102
2018-05-19,14,19,12
2018-05-20,13,12,15
2018-05-21,50,34,90
2018-05-22,71,1374,192
2018-05-23,64,216,155
2018-05-24,79,58,133
2018-05-25,55,45,97
2018-05-26,20,28,50
2018-05-27,14,3,15
2018-05-28,38,33,51
2018-05-29,59,40,113
2018-05-30,73,54,93
2018-05-31,57,29,109
2018-06-01,50,19,110
2018-06-02,13,9,21
2018-06-03,14,19,29
2018-06-04,68,35,104
2018-06-05,70,47,97
2018-06-06,58,24,95
2018-06-07,42,15,97
2018-06-08,50,25,117
2018-06-09,17,43,24
2018-06-10,6,24,10
2018-06-11,51,109,95
2018-06-12,59,25,93
2018-06-13,46,49,83
2018-06-14,61,33,116
2018-06-15,64,24,106
2018-06-16,19,19,24
2018-06-17,11,12,20
2018-06-18,37,99,128
2018-06-19,41,70,77
2018-06-20,57,24,70
2018-06-21,63,75,66
2018-06-22,65,41,64
2018-06-23,14,71,6
2018-06-24,12,13,22
2018-06-25,63,69,70
2018-06-26,68,48,223
2018-06-27,50,169,77
2018-06-28,70,29,109
2018-06-29,66,74,114
2018-06-30,9,25,27
2018-07-01,13,4,16
2018-07-02,47,75,96
2018-07-03,65,34,107
2018-07-04,40,28,74
2018-07-05,56,53,56
2018-07-06,38,38,93
2018-07-07,10,26,29
2018-07-08,11,62,48
2018-07-09,69,44,118
2018-07-10,62,31,155
2018-07-11,72,60,106
2018-07-12,53,42,88
2018-07-13,53,35,139
2018-07-14,15,21,29
2018-07-15,16,7,31
2018-07-16,70,31,63
2018-07-17,64,103,83
2018-07-18,48,24,107
2018-07-19,61,60,120
2018-07-20,61,103,109
2018-07-21,11,19,22
2018-07-22,16,9,19
2018-07-23,43,62,118
2018-07-24,55,58,125
2018-07-25,104,57,134
2018-07-26,85,134,314
2018-07-27,49,90,168
2018-07-28,14,13,29
2018-07-29,12,13,21
2018-07-30,73,32,85
2018-07-31,58,240,138
2018-08-01,55,40,884
2018-08-02,59,32,111
2018-08-03,49,41,121
2018-08-04,13,18,87
2018-08-05,10,11,19
2018-08-06,39,71,107
2018-08-07,62,32,104
2018-08-08,53,46,86
2018-08-09,74,57,115
2018-08-10,56,51,88
2018-08-11,10,8,17
2018-08-12,9,35,19
2018-08-13,48,91,134
2018-08-14,47,56,101
2018-08-15,46,34,85
2018-08-16,62,50,137
2018-08-17,62,85,109
2018-08-18,14,13,37
2018-08-19,13,11,16
2018-08-20,54,30,106
2018-08-21,62,68,105
2018-08-22,60,27,96
2018-08-23,70,1537,109
2018-08-24,64,23,76
2018-08-25,21,1481,17
2018-08-26,10,235,19
2018-08-27,52,41,100
2018-08-28,38,27,105
2018-08-29,59,30,84
2018-08-30,64,28,123
2018-08-31,43,40,89
2018-09-01,7,23,63
2018-09-02,9,362,118
2018-09-03,32,186,204
2018-09-04,56,22,70
2018-09-05,61,64,75
2018-09-06,70,56,92
2018-09-07,49,69,104
2018-09-08,29,31,25
2018-09-09,10,39,19
2018-09-10,47,42,108
2018-09-11,79,43,112
2018-09-12,63,25,116
2018-09-13,50,33,210
2018-09-14,58,126,384
2018-09-15,12,454,235
2018-09-16,11,14,122
2018-09-17,59,94,67
2018-09-18,55,111,118
2018-09-19,61,37,100
2018-09-20,72,36,128
2018-09-21,50,77,116
2018-09-22,20,27,17
2018-09-23,18,37,36
2018-09-24,53,135,116
2018-09-25,67,58,118
2018-09-26,69,30,135
2018-09-27,69,43,125
2018-09-28,51,27,84
2018-09-29,18,13,30
2018-09-30,16,13,31
2018-10-01,82,30,85
2018-10-02,61,26,131
2018-10-03,54,354,126
2018-10-04,54,65,129
2018-10-05,49,77,103
2018-10-06,23,28,22
2018-10-07,12,13,34
2018-10-08,47,98,119
2018-10-09,51,51,109
2018-10-10,49,33,125
2018-10-11,63,52,103
2018-10-12,79,64,123
2018-10-13,16,27,43
2018-10-14,10,12,9
2018-10-15,56,83,96
2018-10-16,66,34,120
2018-10-17,69,69,109
2018-10-18,71,26,120
2018-10-19,55,48,129
2018-10-20,13,20,26
2018-10-21,30,6,30
2018-10-22,74,73,171
2018-10-23,82,64,129
2018-10-24,80,31,137
2018-10-25,73,40,107
2018-10-26,58,40,146
2018-10-27,13,35,43
2018-10-28,9,12,35
2018-10-29,77,34,116
2018-10-30,62,51,128
2018-10-31,51,41,100
2018-11-01,69,49,96
2018-11-02,57,57,91
2018-11-03,15,8,36
2018-11-04,17,16,22
2018-11-05,58,61,108
2018-11-06,101,82,141
2018-11-07,55,78,210
2018-11-08,80,40,113
2018-11-09,59,64,84
2018-11-10,8,11,52
2018-11-11,14,15,31
2018-11-12,60,40,151
2018-11-13,59,34,120
2018-11-14,71,30,98
2018-11-15,69,46,120
2018-11-16,63,39,101
2018-11-17,8,21,21
2018-11-18,23,21,21
2018-11-19,56,58,93
2018-11-20,61,52,130
2018-11-21,53,47,107
2018-11-22,53,32,72
2018-11-23,36,30,104
2018-11-24,10,48,28
2018-11-25,22,14,37
2018-11-26,56,34,405
2018-11-27,63,51,118
2018-11-28,50,48,88
2018-11-29,59,41,150
2018-11-30,54,27,143
2018-12-01,11,32,49
2018-12-02,19,70,45
2018-12-03,52,62,91
2018-12-04,60,50,100
2018-12-05,43,50,104
2018-12-06,57,40,88
2018-12-07,59,43,83
2018-12-08,14,54,23
2018-12-09,25,18,26
2018-12-10,45,35,135
2018-12-11,66,62,134
2018-12-12,63,46,106
2018-12-13,59,105,124
2018-12-14,58,41,112
2018-12-15,13,25,37
2018-12-16,15,42,17
2018-12-17,72,41,85
2018-12-18,61,41,92
2018-12-19,57,30,76
2018-12-20,45,34,80
2018-12-21,56,20,82
2018-12-22,12,23,30
2018-12-23,10,150,15
2018-12-24,22,19,79
2018-12-25,19,38,26
2018-12-26,34,44,24
2018-12-27,46,187,68
2018-12-28,39,51,58
2018-12-29,13,67,40
2018-12-30,27,43,30
2018-12-31,25,24,25
2019-01-01,48,13,15
2019-01-02,44,99,52
2019-01-03,39,57,78
2019-01-04,41,87,82
2019-01-05,19,64,30
2019-01-06,20,24,27
2019-01-07,89,62,98
2019-01-08,68,50,127
2019-01-09,61,76,148
2019-01-10,47,53,96
2019-01-11,50,66,75
2019-01-12,33,100,36
2019-01-13,29,21,40
2019-01-14,55,156,67
2019-01-15,52,46,52
2019-01-16,46,105,102
2019-01-17,65,71,104
2019-01-18,50,241,144
2019-01-19,11,32,53
2019-01-20,25,21,33
2019-01-21,46,31,69
2019-01-22,65,42,71
2019-01-23,46,73,89
2019-01-24,85,59,135
2019-01-25,80,30,90
2019-01-26,21,24,38
2019-01-27,17,18,18
2019-01-28,65,37,80
2019-01-29,81,60,77
2019-01-30,55,111,109
2019-01-31,64,61,91
2019-02-01,60,125,281
2019-02-02,19,25,42
2019-02-03,31,34,33
2019-02-04,37,32,81
2019-02-05,44,33,72
2019-02-06,54,61,101
2019-02-07,59,28,79
2019-02-08,51,32,57
2019-02-09,17,6,18
2019-02-10,40,22,19
2019-02-11,53,72,77
2019-02-12,60,50,118
2019-02-13,52,37,95
2019-02-14,52,165,91
2019-02-15,63,42,96
2019-02-16,15,23,36
2019-02-17,9,27,31
2019-02-18,47,31,66
2019-02-19,74,42,90
2019-02-20,63,42,100
2019-02-21,67,58,100
2019-02-22,48,36,89
2019-02-23,24,18,40
2019-02-24,27,12,35
2019-02-25,75,48,111
2019-02-26,78,100,267
2019-02-27,71,51,138
2019-02-28,75,781,304
2019-03-01,65,105,290
2019-03-02,17,37,51
2019-03-03,16,15,68
2019-03-04,61,36,151
2019-03-05,81,27,128
2019-03-06,97,29,85
2019-03-07,78,43,143
2019-03-08,49,49,94
2019-03-09,22,24,40
2019-03-10,22,17,27
2019-03-11,58,74,135
2019-03-12,78,40,125
2019-03-13,79,27,94
2019-03-14,64,277,134
2019-03-15,72,132,103
2019-03-16,25,10,49
2019-03-17,17,30,16
2019-03-18,54,29,120
2019-03-19,62,47,186
2019-03-20,59,72,103
2019-03-21,64,44,77
2019-03-22,61,43,153
2019-03-23,8,42,48
2019-03-24,20,14,37
2019-03-25,77,294,125
2019-03-26,46,49,110
2019-03-27,72,40,130
2019-03-28,67,819,95
2019-03-29,55,147,132
2019-03-30,14,37,37
2019-03-31,25,21,16
2019-04-01,62,38,111
2019-04-02,46,57,104
2019-04-03,71,58,72
2019-04-04,61,47,101
2019-04-05,45,36,82
2019-04-06,21,17,44
2019-04-07,15,8,18
2019-04-08,49,27,102
2019-04-09,41,39,89
2019-04-10,82,92,107
2019-04-11,49,50,106
2019-04-12,58,89,69
2019-04-13,21,24,27
2019-04-14,18,15,22
2019-04-15,46,117,152
2019-04-16,55,87,1983
2019-04-17,53,55,94
2019-04-18,65,39,90
2019-04-19,35,131,70
2019-04-20,19,11,22
2019-04-21,11,11,14
2019-04-22,47,36,120
2019-04-23,84,63,232
2019-04-24,66,309,86
2019-04-25,58,30,74
2019-04-26,69,54,125
2019-04-27,17,76,20
2019-04-28,23,24,45
2019-04-29,34,144,331
2019-04-30,57,86,114
2019-05-01,35,28,62
2019-05-02,56,48,128
2019-05-03,41,47,92
2019-05-04,17,14,36
2019-05-05,11,17,33
2019-05-06,48,45,65
2019-05-07,59,49,149
2019-05-08,61,58,89
2019-05-09,51,51,61
2019-05-10,50,74,71
2019-05-11,14,16,23
2019-05-12,16,21,40
2019-05-13,53,66,57
2019-05-14,66,40,104
2019-05-15,83,78,111
2019-05-16,71,54,102
2019-05-17,40,54,184
2019-05-18,12,44,78
2019-05-19,12,18,34
2019-05-20,69,223,95
2019-05-21,81,306,1323
2019-05-22,64,53,82
2019-05-23,66,47,71
2019-05-24,52,31,74
2019-05-25,16,21,21
2019-05-26,18,23,37
2019-05-27,33,34,81
2019-05-28,41,48,118
2019-05-29,53,54,137
2019-05-30,78,137,72
2019-05-31,81,41,99
2019-06-01,15,34,43
2019-06-02,11,20,12
2019-06-03,51,39,421
2019-06-04,53,44,77
2019-06-05,48,45,81
2019-06-06,66,72,117
2019-06-07,66,73,96
2019-06-08,13,1030,607
2019-06-09,10,18,19
2019-06-10,65,34,63
2019-06-11,64,137,124
2019-06-12,62,47,106
2019-06-13,65,54,96
2019-06-14,36,40,119
2019-06-15,17,13,50
2019-06-16,25,20,24
2019-06-17,65,59,86
2019-06-18,64,49,133
2019-06-19,56,36,155
2019-06-20,45,65,98
2019-06-21,46,41,82
2019-06-22,21,30,39
2019-06-23,8,11,13
2019-06-24,39,181,102
2019-06-25,46,61,96
2019-06-26,65,52,99
2019-06-27,55,38,132
2019-06-28,36,86,92
2019-06-29,12,14,32
2019-06-30,15,17,32
2019-07-01,55,38,64
2019-07-02,57,42,81
2019-07-03,49,59,76
2019-07-04,33,33,52
2019-07-05,46,125,57
2019-07-06,7,21,7
2019-07-07,15,10,20
2019-07-08,59,79,68
2019-07-09,46,58,74
2019-07-10,58,55,68
2019-07-11,76,35,113
2019-07-12,52,79,86
2019-07-13,15,3,18
2019-07-14,14,4,25
2019-07-15,56,50,110
2019-07-16,82,41,69
2019-07-17,50,33,106
2019-07-18,66,44,85
2019-07-19,42,31,106
2019-07-20,8,55,26
2019-07-21,20,28,17
2019-07-22,57,63,70
2019-07-23,45,47,113
2019-07-24,60,81,90
2019-07-25,62,34,110
2019-07-26,54,178,104
2019-07-27,10,26,33
2019-07-28,17,14,26
2019-07-29,42,97,77
2019-07-30,60,40,77
2019-07-31,55,34,121
2019-08-01,69,70,347
2019-08-02,62,207,178
2019-08-03,14,11,25
2019-08-04,13,15,11
2019-08-05,58,39,387
2019-08-06,52,49,138
2019-08-07,52,39,88
2019-08-08,47,32,94
2019-08-09,67,28,88
2019-08-10,20,19,103
2019-08-11,17,12,30
2019-08-12,48,43,79
2019-08-13,59,45,90
2019-08-14,59,125,99
2019-08-15,53,38,92
2019-08-16,50,42,106
2019-08-17,11,10,56
2019-08-18,10,13,22
2019-08-19,45,81,78
2019-08-20,49,44,98
2019-08-21,65,40,92
2019-08-22,83,59,158
2019-08-23,48,34,101
2019-08-24,9,13,24
2019-08-25,17,16,44
2019-08-26,59,142,73
2019-08-27,38,62,127
2019-08-28,74,114,96
2019-08-29,48,34,106
2019-08-30,60,74,154
2019-08-31,12,12,46
2019-09-01,14,17,32
2019-09-02,38,33,80
2019-09-03,58,67,71
2019-09-04,50,135,99
2019-09-05,57,112,135
2019-09-06,57,46,101
2019-09-07,10,18,44
2019-09-08,10,18,32
2019-09-09,64,29,180
2019-09-10,66,145,113
2019-09-11,56,41,102
2019-09-12,56,62,129
2019-09-13,55,68,80
2019-09-14,10,12,31
2019-09-15,12,23,37
2019-09-16,70,32,93
2019-09-17,75,65,103
2019-09-18,61,71,121
2019-09-19,53,124,113
2019-09-20,72,80,127
2019-09-21,14,9,45
2019-09-22,9,8,47
2019-09-23,68,77,182
2019-09-24,68,53,111
2019-09-25,60,37,101
2019-09-26,55,435,343
2019-09-27,55,93,108
2019-09-28,21,18,36
2019-09-29,15,79,35
2019-09-30,57,144,130
2019-10-01,45,315,171
2019-10-02,46,1216,826
2019-10-03,54,192,124
2019-10-04,60,156,203
2019-10-05,13,13,33
2019-10-06,8,18,30
2019-10-07,48,142,167
2019-10-08,59,357,526
2019-10-09,70,58,126
2019-10-10,44,74,167
2019-10-11,57,51,121
2019-10-12,21,10,43
2019-10-13,18,51,22
2019-10-14,42,42,148
2019-10-15,59,68,118
2019-10-16,71,230,99
2019-10-17,68,33,112
2019-10-18,54,55,135
2019-10-19,20,39,21
2019-10-20,9,54,24
2019-10-21,64,340,102
2019-10-22,43,37,92
2019-10-23,59,69,219
2019-10-24,51,48,162
2019-10-25,36,110,285
2019-10-26,23,55,41
2019-10-27,13,37,12
2019-10-28,52,55,91
2019-10-29,60,86,115
2019-10-30,64,58,87
2019-10-31,52,65,89
2019-11-01,51,80,99
2019-11-02,17,37,43
2019-11-03,18,470,46
2019-11-04,48,59,67
2019-11-05,62,59,107
2019-11-06,61,55,135
2019-11-07,96,52,105
2019-11-08,61,52,90
2019-11-09,21,10,42
2019-11-10,11,51,35
2019-11-11,56,111,62
2019-11-12,78,60,115
2019-11-13,73,43,105
2019-11-14,75,76,91
2019-11-15,108,48,110
2019-11-16,22,18,56
2019-11-17,22,23,29
2019-11-18,58,88,84
2019-11-19,69,71,108
2019-11-20,65,39,98
2019-11-21,60,153,135
2019-11-22,76,69,126
2019-11-23,18,38,32
2019-11-24,8,57,19
2019-11-25,42,111,88
2019-11-26,50,68,133
2019-11-27,57,62,94
2019-11-28,36,56,56
2019-11-29,48,121,44
2019-11-30,9,12,25
2019-12-01,7,25,27
2019-12-02,76,60,83
2019-12-03,63,51,91
2019-12-04,58,69,121
2019-12-05,68,53,103
2019-12-06,53,68,97
2019-12-07,27,25,39
2019-12-08,30,29,28
2019-12-09,60,191,142
2019-12-10,63,73,87
2019-12-11,63,61,69
2019-12-12,78,52,98
2019-12-13,69,41,92
2019-12-14,21,16,50
2019-12-15,18,21,16
2019-12-16,50,90,88
2019-12-17,50,54,272
2019-12-18,68,178,152
2019-12-19,62,87,493
2019-12-20,48,121,90
2019-12-21,17,272,30
2019-12-22,10,23,21
2019-12-23,38,62,76
2019-12-24,30,22,84
2019-12-25,16,23,42
2019-12-26,24,48,45
2019-12-27,42,36,59
2019-12-28,14,10,38
2019-12-29,17,79,112
2019-12-30,48,248,79
2019-12-31,28,33,76
2020-01-01,12,18,21
2020-01-02,43,32,154
2020-01-03,46,58,78
2020-01-04,26,19,34
2020-01-05,41,19,36
2020-01-06,39,61,81
2020-01-07,46,39,135
2020-01-08,63,40,220
2020-01-09,59,42,140
2020-01-10,70,89,132
2020-01-11,18,28,51
2020-01-12,18,14,39
2020-01-13,74,59,115
2020-01-14,57,57,206
2020-01-15,54,117,124
2020-01-16,57,76,104
2020-01-17,59,39,104
2020-01-18,16,15,54
2020-01-19,38,139,78
2020-01-20,57,31,81
2020-01-21,74,201,288
2020-01-22,60,46,134
2020-01-23,58,33,172
2020-01-24,51,34,98
2020-01-25,10,30,27
2020-01-26,11,10,37
2020-01-27,54,86,85
2020-01-28,56,14,108
2020-01-29,51,48,89
2020-01-30,56,58,102
2020-01-31,60,80,93
2020-02-01,17,18,30
2020-02-02,19,30,50
2020-02-03,54,98,138
2020-02-04,53,52,99
2020-02-05,64,79,85
2020-02-06,57,48,101
2020-02-07,56,53,217
2020-02-08,21,12,80
2020-02-09,16,8,37
2020-02-10,77,60,98
2020-02-11,59,32,141
2020-02-12,66,49,112
2020-02-13,79,228,91
2020-02-14,54,70,131
2020-02-15,25,24,23
2020-02-16,31,51,36
2020-02-17,62,50,92
2020-02-18,72,38,108
2020-02-19,65,93,119
2020-02-20,51,51,86
2020-02-21,85,86,137
2020-02-22,23,36,52
2020-02-23,17,24,36
2020-02-24,66,70,762
2020-02-25,68,76,107
2020-02-26,68,68,197
2020-02-27,88,67,117
2020-02-28,62,119,146
2020-02-29,12,46,70
2020-03-01,39,51,29
2020-03-02,55,91,175
2020-03-03,45,45,96
2020-03-04,88,52,92
2020-03-05,65,60,103
2020-03-06,82,309,170
2020-03-07,27,104,141
2020-03-08,22,25,50
2020-03-09,68,68,141
2020-03-10,80,50,120
2020-03-11,76,46,150
2020-03-12,52,80,108
2020-03-13,61,52,109
2020-03-14,30,28,93
2020-03-15,31,22,35
2020-03-16,79,33,114
2020-03-17,58,50,120
2020-03-18,79,56,104
2020-03-19,52,173,181
2020-03-20,77,54,110
2020-03-21,18,19,42
2020-03-22,16,17,58
2020-03-23,52,55,110
2020-03-24,80,205,106
2020-03-25,85,119,118
2020-03-26,68,62,98
2020-03-27,58,144,117
2020-03-28,30,266,61
2020-03-29,33,83,55
2020-03-30,76,296,107
2020-03-31,80,58,191
2020-04-01,74,67,124
2020-04-02,78,50,117
2020-04-03,54,51,114
2020-04-04,22,36,45
2020-04-05,22,26,38
2020-04-06,64,58,107
2020-04-07,81,76,215
2020-04-08,66,204,143
2020-04-09,58,59,125
2020-04-10,55,47,244
2020-04-11,25,19,59
2020-04-12,28,26,67
2020-04-13,68,82,103
2020-04-14,60,64,142
2020-04-15,73,33,158
2020-04-16,69,147,106
2020-04-17,98,90,154
2020-04-18,20,140,67
2020-04-19,26,87,56
2020-04-20,76,54,102
2020-04-21,84,92,164
2020-04-22,72,50,111
2020-04-23,79,48,121
2020-04-24,74,66,110
2020-04-25,38,33,40
2020-04-26,32,40,44
2020-04-27,83,99,141
2020-04-28,67,40,126
2020-04-29,89,109,111
2020-04-30,80,79,165
2020-05-01,46,40,94
2020-05-02,25,32,35
2020-05-03,23,27,54
2020-05-04,84,59,119
2020-05-05,65,51,113
2020-05-06,72,54,122
2020-05-07,68,63,114
2020-05-08,79,41,114
2020-05-09,32,50,54
2020-05-10,19,55,43
2020-05-11,74,72,106
2020-05-12,71,54,135
2020-05-13,76,98,141
2020-05-14,96,84,342
2020-05-15,64,72,1284
2020-05-16,32,89,4057
2020-05-17,25,109,878
2020-05-18,71,93,322
2020-05-19,67,139,126
2020-05-20,105,70,111
2020-05-21,100,52,119
2020-05-22,88,84,118
2020-05-23,20,55,58
2020-05-24,22,143,57
2020-05-25,67,63,82
2020-05-26,77,32,97
2020-05-27,102,289,215
2020-05-28,117,103,146
2020-05-29,54,94,120
2020-05-30,13,23,84
2020-05-31,20,33,29
2020-06-01,67,46,165
2020-06-02,69,90,317
2020-06-03,68,57,270
2020-06-04,89,108,259
2020-06-05,87,127,190
2020-06-06,25,40,68
2020-06-07,35,31,42
2020-06-08,85,95,193
2020-06-09,92,126,182
2020-06-10,93,62,207
2020-06-11,78,90,188
2020-06-12,71,69,110
2020-06-13,19,30,79
2020-06-14,22,32,45
2020-06-15,73,89,113
2020-06-16,82,74,198
2020-06-17,83,101,193
2020-06-18,81,106,122
2020-06-19,98,47,165
2020-06-20,34,23,49
2020-06-21,21,36,28
2020-06-22,68,123,164
2020-06-23,75,81,127
2020-06-24,67,140,147
2020-06-25,61,86,130
2020-06-26,64,34,255
2020-06-27,39,27,59
2020-06-28,32,38,45
2020-06-29,99,48,141
2020-06-30,72,114,177
2020-07-01,64,117,154
2020-07-02,78,219,113
2020-07-03,73,48,59
2020-07-04,23,38,16
2020-07-05,11,24,21
2020-07-06,73,42,126
2020-07-07,86,33,119
2020-07-08,92,57,139
2020-07-09,113,120,138
2020-07-10,102,91,136
2020-07-11,23,24,53
2020-07-12,27,13,37
2020-07-13,74,86,136
2020-07-14,78,87,186
2020-07-15,113,280,194
2020-07-16,95,73,144
2020-07-17,90,47,116
2020-07-18,45,21,21
2020-07-19,30,13,30
2020-07-20,90,59,139
2020-07-21,84,41,119
2020-07-22,90,54,152
2020-07-23,119,144,136
2020-07-24,89,57,2566
2020-07-25,39,106,56
2020-07-26,57,62,34
2020-07-27,93,41,136
2020-07-28,104,127,100
2020-07-29,84,56,207
2020-07-30,90,82,144
2020-07-31,103,194,115
2020-08-01,17,10,31
2020-08-02,18,10,43
2020-08-03,84,83,280
2020-08-04,99,53,127
2020-08-05,92,48,131
2020-08-06,115,238,132
2020-08-07,104,69,127
2020-08-08,38,47,42
2020-08-09,25,16,38
2020-08-10,87,79,162
2020-08-11,142,66,200
2020-08-12,116,58,171
2020-08-13,139,49,174
2020-08-14,138,60,154
